"Localidades";"Períodos";"Consumo de Energia Elétrica - Total (Em MWh)";"Consumo de Energia Elétrica -  Comércio e Serviços (Em MWh)";"Consumo de Energia Elétrica - Industrial (Em MWh)";"Consumo de Energia Elétrica - Residencial (Em MWh)";"Consumo de Energia Elétrica - Rural (Em MWh)";"Consumo de Energia Elétrica - Iluminação e Serviços Públicos e Outros (Em MWh)";"Cód. IBGE"
"Iaras";"2017";"9335";"1432";"93";"2531";"2176";"3103";3519253
"Iaras";"2018";"9981";"1355";"147";"2582";"2720";"3177";3519253
"Iaras";"2019";"10917";"1350";"182";"2602";"3666";"3116";3519253
"Ibaté";"2015";"51985";"8048";"13300";"22311";"1529";"6796";3519303
"Ibaté";"2016";"52933";"7190";"13509";"21953";"3183";"7098";3519303
"Ibaté";"2017";"53774";"7299";"12358";"22665";"4127";"7324";3519303
"Ibaté";"2018";"55307";"7262";"13838";"23344";"3171";"7693";3519303
"Ibaté";"2019";"57946";"7657";"13876";"24285";"4341";"7786";3519303
"Ibirá";"2015";"21101";"3229";"2989";"10113";"1865";"2905";3519402
"Ibirá";"2016";"20577";"3151";"2729";"9833";"1880";"2984";3519402
"Ibirá";"2017";"21612";"3281";"2975";"10151";"2066";"3140";3519402
"Ibirá";"2018";"22059";"3277";"3043";"10379";"2142";"3218";3519402
"Ibirá";"2019";"22863";"3565";"2821";"11091";"2096";"3290";3519402
"Ibirarema";"2015";"12525";"1644";"3942";"4156";"923";"1860";3519501
"Ibirarema";"2016";"12536";"1577";"4041";"4265";"997";"1656";3519501
"Ibirarema";"2017";"13377";"1568";"4536";"4447";"1001";"1826";3519501
"Ibirarema";"2018";"14912";"1496";"5839";"4556";"1088";"1932";3519501
"Ibirarema";"2019";"16913";"1632";"7244";"4811";"1163";"2063";3519501
"Ibitinga";"2015";"125776";"20340";"29419";"53639";"5566";"16812";3519600
"Ibitinga";"2016";"122667";"19141";"29300";"51322";"5761";"17143";3519600
"Ibitinga";"2017";"121710";"18865";"26796";"52709";"5597";"17743";3519600
"Ibitinga";"2018";"123872";"21211";"23703";"54589";"6250";"18119";3519600
"Ibitinga";"2019";"129007";"22845";"24141";"56998";"5905";"19118";3519600
"Ibiúna";"2015";"162343";"17326";"19706";"36401";"81558";"7352";3519709
"Ibiúna";"2016";"160994";"16881";"18660";"35956";"82448";"7049";3519709
"Ibiúna";"2017";"166649";"17089";"20713";"36478";"84872";"7496";3519709
"Ibiúna";"2018";"230530";"18206";"23173";"36476";"85577";"67097";3519709
"Ibiúna";"2019";"229892";"19869";"24400";"37494";"82055";"66074";3519709
"Icém";"2015";"16360";"4971";"2364";"5875";"1016";"2133";3519808
"Icém";"2016";"15369";"4920";"1827";"5572";"966";"2083";3519808
"Icém";"2017";"16780";"5039";"2487";"5652";"894";"2709";3519808
"Icém";"2018";"17106";"3025";"4425";"5733";"1128";"2795";3519808
"Icém";"2019";"16850";"1455";"5697";"5824";"1094";"2780";3519808
"Iepê";"2015";"13059";"3142";"668";"5174";"2106";"1968";3519907
"Iepê";"2016";"13292";"2916";"667";"5249";"2478";"1982";3519907
"Iepê";"2017";"13747";"3138";"445";"5422";"2667";"2076";3519907
"Iepê";"2018";"14656";"3179";"453";"5632";"3249";"2143";3519907
"Iepê";"2019";"16696";"3849";"461";"6016";"4071";"2300";3519907
"Igarapava";"2015";"45392";"9572";"6486";"21586";"1866";"5882";3520103
"Igarapava";"2016";"43714";"9047";"5350";"21436";"1839";"6042";3520103
"Igarapava";"2017";"47618";"8945";"8648";"21835";"1890";"6301";3520103
"Igarapava";"2018";"44723";"8931";"5236";"22384";"1792";"6381";3520103
"Igarapava";"2019";"45832";"9402";"4952";"23077";"1752";"6649";3520103
"Igaratá";"2015";"18582";"2822";"2128";"10477";"1737";"1417";3520202
"Igaratá";"2016";"19331";"3209";"2507";"10554";"1581";"1480";3520202
"Igaratá";"2017";"21103";"4052";"2502";"11399";"1492";"1658";3520202
"Igaratá";"2018";"20126";"2742";"2385";"11857";"1478";"1664";3520202
"Igaratá";"2019";"21247";"2905";"2122";"12254";"1553";"2413";3520202
"Igaraçu do Tietê";"2015";"36413";"5042";"6270";"17641";"480";"6980";3520004
"Igaraçu do Tietê";"2016";"35794";"4713";"6030";"17386";"508";"7157";3520004
"Igaraçu do Tietê";"2017";"36726";"4594";"6497";"17594";"251";"7791";3520004
"Igaraçu do Tietê";"2018";"36830";"4429";"6246";"17851";"284";"8021";3520004
"Igaraçu do Tietê";"2019";"38834";"4266";"7811";"18380";"281";"8097";3520004
"Iguape";"2015";"38160";"6379";"1574";"21392";"2034";"6780";3520301
"Iguape";"2016";"37546";"5907";"1469";"21471";"2020";"6679";3520301
"Iguape";"2017";"39361";"6198";"1404";"23062";"2112";"6585";3520301
"Iguape";"2018";"39554";"6254";"1267";"23368";"2088";"6577";3520301
"Iguape";"2019";"39772";"6436";"862";"24082";"2009";"6384";3520301
"Ilha Comprida";"2015";"25178";"5059";"266";"16221";"-";"3633";3520426
"Ilha Comprida";"2016";"24823";"4818";"268";"15905";"1";"3832";3520426
"Ilha Comprida";"2017";"28992";"4941";"273";"19004";"1";"4772";3520426
"Ilha Comprida";"2018";"30421";"5040";"298";"19350";"2";"5731";3520426
"Ilha Comprida";"2019";"30422";"5150";"327";"20065";"2";"4878";3520426
"Ilha Solteira";"2015";"57896";"12939";"1562";"26413";"2450";"14531";3520442
"Ilha Solteira";"2016";"55453";"11730";"1339";"25669";"2448";"14267";3520442
"Ilha Solteira";"2017";"59127";"12405";"1828";"27362";"2681";"14850";3520442
"Ilha Solteira";"2018";"58526";"12301";"2009";"28358";"2839";"13020";3520442
"Ilha Solteira";"2019";"61971";"12851";"2139";"30164";"2962";"13856";3520442
"Ilhabela";"2015";"72646";"23973";"682";"41180";"126";"6685";3520400
"Ilhabela";"2016";"72875";"23450";"655";"41595";"136";"7040";3520400
"Ilhabela";"2017";"78235";"24006";"828";"44956";"230";"8216";3520400
"Ilhabela";"2018";"80301";"24231";"927";"46443";"213";"8488";3520400
"Ilhabela";"2019";"85840";"25903";"780";"48700";"236";"10221";3520400
"Indaiatuba";"2015";"850552";"141035";"400962";"240661";"9351";"58543";3520509
"Indaiatuba";"2016";"823117";"141068";"372341";"238931";"9326";"61451";3520509
"Indaiatuba";"2017";"848303";"153672";"373300";"247313";"9940";"64079";3520509
"Indaiatuba";"2018";"863782";"155141";"377445";"254101";"10382";"66713";3520509
"Indaiatuba";"2019";"890233";"160026";"379004";"267075";"10583";"73545";3520509
"Indiana";"2015";"6910";"729";"596";"3361";"1148";"1076";3520608
"Indiana";"2016";"6858";"720";"444";"3441";"1131";"1123";3520608
"Indiana";"2017";"6754";"772";"176";"3562";"1122";"1122";3520608
"Indiana";"2018";"6898";"777";"177";"3692";"1143";"1109";3520608
"Indiana";"2019";"7323";"815";"186";"3981";"1198";"1142";3520608
"Indiaporã";"2015";"7222";"987";"83";"3020";"1701";"1430";3520707
"Indiaporã";"2016";"6994";"865";"72";"2892";"1738";"1427";3520707
"Indiaporã";"2017";"7705";"1052";"94";"2999";"2054";"1506";3520707
"Indiaporã";"2018";"7884";"1092";"83";"3096";"2165";"1447";3520707
"Indiaporã";"2019";"8433";"1189";"70";"3250";"2415";"1509";3520707
"Inúbia Paulista";"2015";"7131";"2667";"214";"2205";"962";"1082";3520806
"Inúbia Paulista";"2016";"6892";"2507";"19";"2365";"933";"1067";3520806
"Inúbia Paulista";"2017";"7381";"2781";"14";"2504";"973";"1109";3520806
"Inúbia Paulista";"2018";"7701";"2894";"15";"2592";"1055";"1145";3520806
"Inúbia Paulista";"2019";"8049";"2918";"12";"2775";"1064";"1281";3520806
"Ipaussu";"2015";"23198";"3753";"6106";"9217";"732";"3391";3520905
"Ipaussu";"2016";"22885";"3789";"5914";"9196";"692";"3294";3520905
"Ipaussu";"2017";"24096";"3785";"6415";"9563";"808";"3526";3520905
"Ipaussu";"2018";"23689";"3453";"6158";"9913";"868";"3298";3520905
"Ipaussu";"2019";"24678";"3607";"5993";"10434";"1120";"3524";3520905
"Iperó";"2015";"74413";"5551";"26764";"20980";"1332";"19786";3521002
"Iperó";"2016";"66603";"5007";"21012";"20305";"1312";"18966";3521002
"Iperó";"2017";"71143";"5611";"22860";"21248";"1457";"19967";3521002
"Iperó";"2018";"75017";"6203";"24745";"21488";"1662";"20920";3521002
"Iperó";"2019";"76085";"6741";"24586";"22001";"1497";"21260";3521002
"Ipeúna";"2015";"30712";"1608";"16812";"5163";"4778";"2352";3521101
"Ipeúna";"2016";"30388";"1481";"16275";"5145";"5255";"2233";3521101
"Ipeúna";"2017";"31966";"1669";"16329";"5456";"6182";"2330";3521101
"Ipeúna";"2018";"32528";"1820";"17139";"5385";"5927";"2256";3521101
"Ipeúna";"2019";"33000";"1869";"17740";"5498";"5584";"2308";3521101
"Ipiguá";"2015";"9691";"826";"1581";"2547";"3840";"897";3521150
"Ipiguá";"2016";"9979";"736";"1678";"2524";"4070";"971";3521150
"Ipiguá";"2017";"11203";"818";"1767";"2779";"4897";"942";3521150
"Ipiguá";"2018";"12043";"843";"1844";"3085";"5391";"881";3521150
"Ipiguá";"2019";"12992";"367";"2240";"3454";"5968";"963";3521150
"Iporanga";"2015";"3520";"589";"5";"1806";"324";"796";3521200
"Iporanga";"2016";"3460";"579";"4";"1772";"334";"771";3521200
"Iporanga";"2017";"3717";"583";"5";"1965";"369";"795";3521200
"Iporanga";"2018";"3763";"584";"4";"2024";"391";"760";3521200
"Iporanga";"2019";"3969";"598";"2";"2146";"402";"821";3521200
"Ipuã";"2015";"35598";"3760";"9734";"11247";"2550";"8308";3521309
"Ipuã";"2016";"25967";"3452";"9500";"11317";"3341";"1642";3521309
"Ipuã";"2017";"32490";"3576";"8409";"11879";"4978";"3648";3521309
"Ipuã";"2018";"34469";"3646";"3679";"12363";"10988";"3793";3521309
"Ipuã";"2019";"36698";"3460";"3801";"13075";"12373";"3989";3521309
"Iracemápolis";"2015";"52409";"6649";"20575";"16220";"3371";"5595";3521408
"Iracemápolis";"2016";"52267";"6600";"20523";"16402";"3397";"5344";3521408
"Iracemápolis";"2017";"56948";"6967";"24400";"17194";"3018";"5368";3521408
"Iracemápolis";"2018";"53438";"7409";"20071";"17682";"3161";"5115";3521408
"Iracemápolis";"2019";"56216";"9832";"19180";"18386";"3290";"5528";3521408
"Irapuã";"2015";"10203";"1563";"331";"4544";"2353";"1412";3521507
"Irapuã";"2016";"10854";"1511";"260";"4798";"2913";"1372";3521507
"Irapuã";"2017";"11366";"1569";"230";"4945";"3147";"1474";3521507
"Irapuã";"2018";"12997";"1762";"232";"5104";"4394";"1505";3521507
"Irapuã";"2019";"13445";"1812";"232";"5378";"4445";"1578";3521507
"Irapuru";"2015";"10014";"1336";"154";"3845";"1425";"3254";3521606
"Irapuru";"2016";"9870";"1290";"151";"3837";"1377";"3215";3521606
"Irapuru";"2017";"10262";"1410";"130";"4006";"1517";"3200";3521606
"Irapuru";"2018";"10282";"1496";"125";"4039";"1525";"3098";3521606
"Irapuru";"2019";"10588";"1586";"115";"4263";"1570";"3054";3521606
"Itaberá";"2015";"34107";"6009";"1122";"7557";"16789";"2631";3521705
"Itaberá";"2016";"35838";"6220";"1030";"7576";"18403";"2608";3521705
"Itaberá";"2017";"37501";"6664";"931";"8169";"19052";"2685";3521705
"Itaberá";"2018";"38844";"6403";"1095";"8459";"20162";"2725";3521705
"Itaberá";"2019";"42821";"6279";"1214";"8534";"23915";"2879";3521705
"Itaí";"2015";"21977";"4540";"374";"11777";"561";"4725";3521804
"Itaí";"2016";"91258";"4315";"352";"11906";"69978";"4708";3521804
"Itaí";"2017";"99562";"4398";"391";"12164";"77895";"4714";3521804
"Itaí";"2018";"98373";"4305";"322";"13138";"76067";"4540";3521804
"Itaí";"2019";"102127";"5389";"317";"13649";"77741";"5031";3521804
"Itajobi";"2015";"40886";"5920";"13354";"11975";"5932";"3706";3521903
"Itajobi";"2016";"44732";"5601";"15972";"12374";"7116";"3668";3521903
"Itajobi";"2017";"46155";"5672";"15103";"13116";"8524";"3739";3521903
"Itajobi";"2018";"40594";"5861";"7462";"13565";"10061";"3646";3521903
"Itajobi";"2019";"44658";"6550";"8952";"14642";"10912";"3603";3521903
"Itaju";"2015";"7227";"541";"860";"2552";"2271";"1002";3522000
"Itaju";"2016";"7439";"579";"1016";"2585";"2238";"1021";3522000
"Itaju";"2017";"7998";"637";"1157";"2689";"2456";"1060";3522000
"Itaju";"2018";"8636";"603";"1405";"2882";"2623";"1124";3522000
"Itaju";"2019";"9455";"609";"1565";"3047";"2970";"1262";3522000
"Itanhaém";"2015";"191572";"39754";"4508";"111249";"11720";"24342";3522109
"Itanhaém";"2016";"186689";"40303";"1639";"108485";"12459";"23804";3522109
"Itanhaém";"2017";"207998";"42967";"1459";"123164";"13134";"27274";3522109
"Itanhaém";"2018";"211526";"42484";"1494";"125535";"14610";"27403";3522109
"Itanhaém";"2019";"216242";"43861";"1458";"128657";"13856";"28408";3522109
"Itaoca";"2015";"2204";"215";"28";"1279";"368";"314";3522158
"Itaoca";"2016";"2210";"208";"23";"1305";"348";"326";3522158
"Itaoca";"2017";"2318";"229";"29";"1391";"332";"337";3522158
"Itaoca";"2018";"2366";"221";"22";"1442";"322";"359";3522158
"Itaoca";"2019";"2641";"291";"7";"1621";"356";"366";3522158
"Itapecerica da Serra";"2015";"228894";"52580";"47416";"101775";"8461";"18662";3522208
"Itapecerica da Serra";"2016";"231366";"52575";"46676";"106072";"8592";"17450";3522208
"Itapecerica da Serra";"2017";"239325";"52584";"49572";"110937";"9018";"17214";3522208
"Itapecerica da Serra";"2018";"249712";"55504";"50528";"114197";"9148";"20335";3522208
"Itapecerica da Serra";"2019";"262762";"61247";"56408";"114945";"9391";"20770";3522208
"Itapetininga";"2015";"506914";"49024";"289047";"110632";"21064";"37148";3522307
"Itapetininga";"2016";"390407";"47184";"173801";"111485";"21630";"36308";3522307
"Itapetininga";"2017";"392591";"47848";"171542";"113492";"23834";"35876";3522307
"Itapetininga";"2018";"455251";"46450";"232386";"115381";"25044";"35989";3522307
"Itapetininga";"2019";"521074";"47503";"291127";"119530";"26968";"35946";3522307
"Itapeva";"2015";"280094";"26454";"159872";"50093";"23976";"19700";3522406
"Itapeva";"2016";"313830";"26172";"193294";"50649";"24703";"19012";3522406
"Itapeva";"2017";"381174";"27511";"254984";"53732";"25562";"19385";3522406
"Itapeva";"2018";"400035";"28003";"269983";"54492";"29147";"18410";3522406
"Itapeva";"2019";"413334";"28344";"276806";"55642";"34033";"18509";3522406
"Itapevi";"2015";"434404";"82784";"181490";"147681";"39";"22410";3522505
"Itapevi";"2016";"430149";"76231";"182128";"145730";"41";"26019";3522505
"Itapevi";"2017";"451377";"79056";"193299";"148931";"43";"30049";3522505
"Itapevi";"2018";"461712";"84052";"198009";"149882";"45";"29724";3522505
"Itapevi";"2019";"476828";"89989";"206184";"151484";"50";"29121";3522505
"Itapira";"2015";"229196";"28012";"115969";"57384";"10153";"17678";3522604
"Itapira";"2016";"229175";"26667";"116937";"57174";"10352";"18044";3522604
"Itapira";"2017";"242246";"26584";"127929";"59104";"10424";"18205";3522604
"Itapira";"2018";"246327";"26618";"131371";"59779";"10060";"18501";3522604
"Itapira";"2019";"257908";"27718";"139785";"61849";"9051";"19504";3522604
"Itapirapuã Paulista";"2015";"2630";"352";"31";"1424";"329";"495";3522653
"Itapirapuã Paulista";"2016";"2519";"293";"19";"1442";"312";"453";3522653
"Itapirapuã Paulista";"2017";"2615";"330";"8";"1525";"306";"445";3522653
"Itapirapuã Paulista";"2018";"2738";"342";"9";"1623";"288";"475";3522653
"Itapirapuã Paulista";"2019";"3107";"396";"15";"1787";"365";"543";3522653
"Itápolis";"2015";"108427";"21304";"30897";"35248";"10393";"10584";3522703
"Itápolis";"2016";"101863";"16764";"28911";"34889";"10908";"10391";3522703
"Itápolis";"2017";"104743";"15314";"30835";"36015";"11335";"11244";3522703
"Itápolis";"2018";"102657";"14431";"28927";"36869";"11632";"10799";3522703
"Itápolis";"2019";"110174";"14827";"33065";"39197";"11953";"11132";3522703
"Itaporanga";"2015";"16140";"2584";"661";"7508";"2932";"2455";3522802
"Itaporanga";"2016";"16155";"2512";"577";"7532";"2890";"2645";3522802
"Itaporanga";"2017";"17517";"2690";"630";"8010";"3370";"2816";3522802
"Itaporanga";"2018";"17594";"2676";"525";"7963";"3739";"2692";3522802
"Itaporanga";"2019";"18058";"2835";"460";"8292";"3934";"2538";3522802
"Itapuí";"2015";"47321";"4485";"28606";"9934";"1321";"2975";3522901
"Itapuí";"2016";"39373";"4565";"20492";"9981";"1346";"2988";3522901
"Itapuí";"2017";"47710";"4735";"28135";"10327";"1340";"3172";3522901
"Itapuí";"2018";"53002";"5282";"32321";"10564";"1393";"3441";3522901
"Itapuí";"2019";"55256";"5587";"26024";"11159";"9083";"3402";3522901
"Itapura";"2015";"12269";"647";"752";"3245";"6473";"1151";3523008
"Itapura";"2016";"12611";"657";"680";"3130";"6931";"1213";3523008
"Itapura";"2017";"13203";"786";"512";"3306";"7405";"1195";3523008
"Itapura";"2018";"12160";"896";"726";"3279";"6019";"1240";3523008
"Itapura";"2019";"11092";"783";"494";"3368";"5176";"1272";3523008
"Itaquaquecetuba";"2015";"505449";"91217";"189460";"177165";"732";"46874";3523107
"Itaquaquecetuba";"2016";"494417";"87904";"173640";"180499";"691";"51683";3523107
"Itaquaquecetuba";"2017";"516820";"93645";"191132";"187893";"765";"43384";3523107
"Itaquaquecetuba";"2018";"539269";"97486";"199505";"202097";"641";"39541";3523107
"Itaquaquecetuba";"2019";"554771";"106058";"194124";"206198";"521";"47871";3523107
"Itararé";"2015";"69181";"18743";"14505";"25370";"3798";"6765";3523206
"Itararé";"2016";"67040";"18469";"12942";"25102";"3481";"7047";3523206
"Itararé";"2017";"67519";"16912";"13038";"26585";"3572";"7412";3523206
"Itararé";"2018";"66951";"16159";"12484";"26942";"3525";"7840";3523206
"Itararé";"2019";"68683";"16477";"12938";"27111";"3868";"8288";3523206
"Itariri";"2015";"14725";"3436";"348";"6818";"2723";"1400";3523305
"Itariri";"2016";"14569";"3685";"329";"6703";"2429";"1423";3523305
"Itariri";"2017";"15407";"3826";"414";"7212";"2535";"1420";3523305
"Itariri";"2018";"16501";"4331";"427";"7265";"3019";"1460";3523305
"Itariri";"2019";"17728";"5080";"417";"7479";"3038";"1714";3523305
"Itatiba";"2015";"377765";"61054";"164998";"105874";"10778";"35061";3523404
"Itatiba";"2016";"368349";"55495";"166162";"106715";"10613";"29364";3523404
"Itatiba";"2017";"382614";"55813";"174639";"109786";"12288";"30087";3523404
"Itatiba";"2018";"393518";"56030";"177244";"112321";"12179";"35744";3523404
"Itatiba";"2019";"406804";"57871";"188729";"115493";"11749";"32962";3523404
"Itatinga";"2015";"26871";"3424";"4115";"11274";"5147";"2911";3523503
"Itatinga";"2016";"25264";"3246";"1789";"11278";"5518";"3432";3523503
"Itatinga";"2017";"25984";"3264";"1708";"11530";"5032";"4449";3523503
"Itatinga";"2018";"26912";"3117";"2352";"11749";"5453";"4241";3523503
"Itatinga";"2019";"27717";"3091";"3048";"11924";"5473";"4181";3523503
"Itirapina";"2015";"39878";"7130";"5210";"9877";"12538";"5124";3523602
"Itirapina";"2016";"38656";"6924";"6432";"9529";"11019";"4753";3523602
"Itirapina";"2017";"38890";"7017";"5244";"10418";"11027";"5185";3523602
"Itirapina";"2018";"41353";"6411";"8613";"10504";"10778";"5047";3523602
"Itirapina";"2019";"55663";"6302";"21591";"10765";"11357";"5647";3523602
"Itirapuã";"2015";"7871";"709";"259";"3609";"1996";"1297";3523701
"Itirapuã";"2016";"7821";"636";"169";"3516";"2211";"1290";3523701
"Itirapuã";"2017";"8010";"647";"211";"3688";"2230";"1234";3523701
"Itirapuã";"2018";"8374";"638";"200";"3859";"2463";"1213";3523701
"Itirapuã";"2019";"8298";"655";"178";"3872";"2337";"1256";3523701
"Itobi";"2015";"19044";"1304";"3447";"4948";"7738";"1607";3523800
"Itobi";"2016";"19680";"1280";"3540";"5002";"8223";"1634";3523800
"Itobi";"2017";"19723";"1302";"2977";"5011";"8792";"1641";3523800
"Itobi";"2018";"21640";"1513";"5373";"4980";"8188";"1586";3523800
"Itobi";"2019";"20237";"1631";"3756";"5181";"8156";"1513";3523800
"Itu";"2015";"629671";"104289";"258691";"174643";"52481";"39567";3523909
"Itu";"2016";"606158";"99188";"245540";"169106";"53170";"39154";3523909
"Itu";"2017";"627830";"98438";"263237";"172935";"54750";"38470";3523909
"Itu";"2018";"639586";"99526";"271096";"174736";"56195";"38032";3523909
"Itu";"2019";"621711";"107530";"281251";"179771";"15527";"37632";3523909
"Itupeva";"2015";"293393";"45307";"167271";"62153";"6302";"12359";3524006
"Itupeva";"2016";"299973";"46355";"172293";"61983";"6124";"13217";3524006
"Itupeva";"2017";"323616";"47671";"191330";"64491";"6332";"13793";3524006
"Itupeva";"2018";"342829";"48115";"207060";"66253";"6892";"14509";3524006
"Itupeva";"2019";"357047";"49077";"216071";"69546";"7279";"15074";3524006
"Ituverava";"2015";"77025";"19181";"7061";"35219";"5828";"9736";3524105
"Ituverava";"2016";"76195";"17656";"7321";"34791";"6648";"9780";3524105
"Ituverava";"2017";"79163";"17863";"8950";"36038";"6331";"9981";3524105
"Ituverava";"2018";"80329";"17858";"9545";"36900";"6055";"9972";3524105
"Ituverava";"2019";"85129";"18217";"11656";"38648";"6369";"10238";3524105
"Jaborandi";"2015";"9608";"1352";"38";"4907";"1752";"1558";3524204
"Jaborandi";"2016";"9771";"1340";"39";"4787";"2093";"1512";3524204
"Jaborandi";"2017";"9875";"1210";"37";"4999";"2015";"1614";3524204
"Jaborandi";"2018";"10471";"1191";"37";"5154";"2427";"1662";3524204
